country,year,iso_code,population,gdp,cement_co2,co2,co2_including_luc,coal_co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_luc_co2,cumulative_oil_co2,land_use_change_co2,oil_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,output_co2_production
India,1860,IND,243477427,,,0.643,126.648,0.643,,1.674,387.2,1.674,1890.99,,126.005,0,,0.195,4.249,0.195,,0.023,1.221,0.023,6.546,0,4.755,0,5.489,0.001,0,0.001,0,1674090
India,1861,IND,244258342,2.20E+11,,0.497,123.901,0.497,,2.171,511.101,2.171,2014.394,,123.404,0,,0.143,4.313,0.143,,0.028,1.478,0.028,6.412,0,4.888,0,5.464,0.001,0,0.001,0,2171344
India,1862,IND,245041734,,,0.55,121.133,0.55,,2.722,632.233,2.722,2134.976,,120.582,0,,0.155,4.237,0.156,,0.034,1.689,0.034,6.294,0,4.814,0,5.442,0.001,0,0.001,0,2721639
India,1863,IND,245827611,,,0.61,119.837,0.61,,3.332,752.07,3.332,2254.203,,119.227,0,,0.161,4.157,0.162,,0.039,1.866,0.039,6.189,0,4.76,0,5.419,0.001,0,0.001,0,3331604
India,1864,IND,246615984,,,0.577,118.668,0.577,,3.908,870.738,3.908,2372.293,,118.091,0,,0.142,4.122,0.142,,0.044,2.016,0.044,6.099,0,4.777,0,5.396,0.001,0,0.001,0,3908419
India,1865,IND,247406860,,,0.567,118.218,0.567,,4.475,988.955,4.475,2489.945,,117.651,0,,0.131,4.111,0.132,,0.048,2.147,0.048,6.023,0,4.816,0,5.376,0.001,0,0.001,0,4475289
India,1866,IND,248200247,,,0.64,119.317,0.64,,5.115,1108.272,5.115,2608.621,,118.677,0,,0.143,4.145,0.144,,0.053,2.264,0.053,5.96,0,4.878,0,5.356,0.001,0,0.002,0,5115090
India,1878,IND,254079702,,,1.767,117.952,1.767,,6.882,1226.224,6.882,4008.013,,116.185,0,,0.251,3.162,0.254,,0.04,1.378,0.041,5.238,0,3.839,0,4.934,0.002,0.001,0.003,0,6882001
India,1879,IND,254760858,,,1.684,118.273,1.611,,8.566,1344.497,8.493,4124.602,0.073,116.588,0.073,,0.223,3.096,0.217,,0.048,1.449,0.048,5.183,0.09,3.804,0.579,4.892,0.002,0.001,0.003,0,8566385
India,1880,IND,255789440,,,1.887,121.663,1.777,,10.453,1466.16,10.27,4244.377,0.183,119.776,0.11,,0.221,3.077,0.212,,0.056,1.516,0.055,5.133,0.189,3.863,0.715,4.846,0.002,0.001,0.003,0,10453161
India,1881,IND,257168597,,,1.839,124.217,1.74,,12.292,1590.377,12.01,4366.755,0.282,122.378,0.099,,0.208,3.122,0.201,,0.063,1.579,0.062,5.091,0.248,3.952,0.575,4.808,0.002,0.001,0.003,0,12292496
India,1882,IND,258901501,,,2.196,128.494,1.969,,14.489,1718.872,13.979,4493.053,0.509,126.298,0.227,,0.236,3.14,0.216,,0.071,1.64,0.069,5.052,0.383,3.997,1.199,4.772,0.002,0.001,0.003,0,14488791
India,1883,IND,260991354,,,2.441,128.263,2.291,,16.93,1847.134,16.27,4618.875,0.66,125.822,0.15,,0.246,3.045,0.235,,0.079,1.694,0.076,5.012,0.442,3.907,0.91,4.739,0.002,0.001,0.003,0,16929700
India,1884,IND,263098048,2.34E+11,,2.73,129.761,2.433,,19.66,1976.895,18.703,4745.906,0.956,127.031,0.297,,0.272,3.059,0.248,,0.088,1.746,0.084,4.975,0.57,3.92,1.62,4.712,0.002,0.001,0.003,0,19659716
India,1885,IND,265221721,2.42E+11,,2.459,129.967,2.254,,22.119,2106.862,20.957,4873.413,1.162,127.507,0.205,,0.244,3.055,0.228,,0.094,1.793,0.09,4.941,0.622,3.931,1.082,4.689,0.002,0.001,0.003,0,22119120
India,1886,IND,267362508,2.36E+11,,2.772,130.646,2.417,,24.891,2237.508,23.374,5001.287,1.517,127.874,0.355,,0.27,3.04,0.243,,0.102,1.837,0.096,4.907,0.728,3.908,1.629,4.67,0.002,0.001,0.004,0,24891184
India,1887,IND,269520547,2.49E+11,,3.066,131.306,2.722,,27.957,2368.813,26.096,5129.527,1.861,128.24,0.344,,0.285,2.982,0.261,,0.109,1.877,0.103,4.874,0.802,3.856,1.465,4.653,0.002,0.001,0.004,0,27957202
India,1888,IND,271695977,2.52E+11,,3.41,132.163,2.974,,31.367,2500.976,29.07,5258.279,2.297,128.753,0.436,,0.286,2.926,0.258,,0.117,1.913,0.11,4.844,0.895,3.873,1.772,4.636,0.002,0.001,0.004,0,31366758
India,1889,IND,273520781,2.47E+11,,4.022,133.031,3.388,,35.389,2634.007,32.458,5387.289,2.931,129.009,0.634,,0.337,2.932,0.294,,0.127,1.947,0.118,4.814,1.028,3.856,2.231,4.623,0.002,0.001,0.004,0.001,35388590
India,1890,IND,274991729,2.60E+11,,4.432,131.06,3.776,,39.82,2765.067,36.234,5513.917,3.586,126.628,0.656,,0.341,2.75,0.302,,0.136,1.975,0.126,4.779,1.122,3.653,1.893,4.606,0.002,0.001,0.004,0.001,39820264
India,1891,IND,276105563,2.36E+11,,4.772,132.17,4.054,,44.593,2897.237,40.288,5641.314,4.305,127.397,0.718,,0.351,2.685,0.31,,0.146,1.999,0.134,4.743,1.194,3.575,1.759,4.586,0.002,0.001,0.004,0.001,44592690
India,1892,IND,276859000,2.55E+11,,5.247,130.226,4.416,,49.84,3027.463,44.704,5766.293,5.136,124.979,0.831,,0.383,2.621,0.334,,0.156,2.019,0.142,4.706,1.282,3.472,2.067,4.568,0.003,0.001,0.004,0.001,49839984
India,1893,IND,277248729,2.62E+11,,5.543,129.606,4.459,,55.383,3157.069,49.164,5890.356,6.22,124.063,1.084,,0.409,2.581,0.342,,0.166,2.038,0.15,4.667,1.403,3.383,2.547,4.551,0.003,0.001,0.004,0.001,55383180
India,1894,IND,277638978,2.66E+11,,5.617,129.02,4.91,,61,3286.089,54.073,6013.76,6.927,123.404,0.707,,0.401,2.528,0.363,,0.176,2.053,0.158,4.629,1.428,3.333,1.696,4.533,0.003,0.001,0.005,0.001,60999890
India,1895,IND,278029747,2.59E+11,,7.035,131.794,6.162,,68.035,3417.883,60.235,6138.519,7.799,124.759,0.872,,0.474,2.521,0.431,,0.188,2.068,0.169,4.593,1.462,3.333,1.797,4.515,0.003,0.001,0.005,0.001,68034600
India,1896,IND,278421038,2.40E+11,,7.608,132.441,6.703,,75.643,3550.324,66.938,6263.351,8.705,124.832,0.905,,0.496,2.494,0.455,,0.201,2.081,0.181,4.558,1.485,3.305,1.722,4.497,0.003,0.001,0.005,0.001,75642640
India,1897,IND,278812851,2.84E+11,,8.253,131.474,7.081,,83.896,3681.797,74.019,6386.572,9.877,123.22,1.172,,0.514,2.425,0.459,,0.213,2.092,0.192,4.522,1.54,3.23,2.111,4.477,0.003,0.001,0.005,0.001,83896020
India,1898,IND,279205186,2.85E+11,,9.125,132.236,8.023,,93.021,3814.033,82.042,6509.682,10.98,123.11,1.102,,0.539,2.387,0.493,,0.227,2.101,0.204,4.487,1.571,3.201,1.928,4.456,0.003,0.001,0.005,0.001,93021220
India,1899,IND,279838410,2.63E+11,,10.054,131.882,8.871,,103.076,3945.916,90.913,6631.51,12.163,121.828,1.183,,0.543,2.298,0.498,,0.24,2.107,0.217,4.451,1.603,3.134,1.971,4.433,0.003,0.001,0.005,0.001,103075704
India,1900,IND,280714154,2.72E+11,,11.93,128.701,10.655,,115.005,4074.617,101.567,6748.282,13.438,116.772,1.275,,0.611,2.161,0.569,,0.257,2.109,0.232,4.411,1.627,2.917,1.894,4.409,0.003,0.001,0.005,0.001,115005280
India,1901,IND,281834058,2.77E+11,,13.18,127.716,11.553,,128.185,4202.333,113.12,6862.818,15.065,114.537,1.627,,0.654,2.104,0.599,,0.274,2.108,0.247,4.37,1.672,2.827,2.176,4.379,0.003,0.002,0.005,0.001,128184980
India,1902,IND,283199773,3.01E+11,,14.515,128.686,12.926,,142.7,4331.019,126.046,6976.989,16.655,114.17,1.59,,0.702,2.081,0.655,,0.292,2.108,0.264,4.33,1.697,2.773,1.967,4.346,0.003,0.002,0.006,0.001,142700420
India,1903,IND,284812956,3.05E+11,,14.802,126.041,12.952,,157.503,4457.06,138.997,7088.228,18.505,111.239,1.85,,0.657,1.974,0.601,,0.308,2.104,0.279,4.289,1.734,2.693,2.163,4.306,0.003,0.002,0.006,0.001,157502540
India,1904,IND,286435299,3.06E+11,,16.561,126.957,14.308,,174.064,4584.018,153.305,7198.624,20.758,110.396,2.253,,0.726,1.961,0.66,,0.326,2.099,0.294,4.248,1.784,2.633,2.345,4.264,0.003,0.002,0.006,0.001,174063580
India,1905,IND,288066854,3.01E+11,,16.931,125.642,14.659,,190.994,4709.659,167.964,7307.335,23.03,108.711,2.272,,0.698,1.888,0.634,,0.342,2.093,0.309,4.207,1.827,2.571,2.342,4.217,0.003,0.002,0.006,0.001,190994320
India,1906,IND,289707671,3.09E+11,,19.549,127.491,17.036,,210.544,4837.15,185,7415.276,25.544,107.941,2.514,,0.771,1.881,0.705,,0.361,2.087,0.326,4.167,1.881,2.544,2.568,4.167,0.004,0.002,0.006,0.001,210543760
India,1907,IND,291357804,2.91E+11,,21.772,127.186,19.413,,232.316,4964.335,204.413,7520.689,27.903,105.413,2.36,,0.754,1.774,0.707,,0.379,2.078,0.343,4.127,1.888,2.462,1.976,4.111,0.004,0.002,0.006,0.001,232316180
India,1908,IND,293017306,2.95E+11,,24.908,129.625,22.237,,257.224,5093.96,226.65,7625.407,30.574,104.717,2.671,,0.897,1.828,0.847,,0.401,2.07,0.365,4.088,1.903,2.428,2.074,4.058,0.004,0.002,0.006,0.001,257224450
India,1909,IND,294397607,3.35E+11,,24.143,128.054,20.669,,281.367,5222.015,247.319,7729.318,34.048,103.911,3.473,,0.835,1.771,0.757,,0.42,2.062,0.381,4.049,1.956,2.395,2.585,4.001,0.004,0.002,0.006,0.001,281367140
India,1910,IND,295496971,3.36E+11,,23.487,129.523,20.978,,304.854,5351.538,268.297,7835.354,36.558,106.036,2.51,,0.774,1.761,0.733,,0.436,2.053,0.396,4.014,1.94,2.455,1.745,3.943,0.004,0.002,0.006,0.001,304854460
India,1911,IND,296313651,3.34E+11,,24.782,133.823,22.144,,329.637,5485.361,290.441,7944.395,39.196,109.041,2.638,,0.805,1.811,0.764,,0.451,2.047,0.411,3.982,1.924,2.529,1.729,3.888,0.004,0.002,0.007,0.001,329636960
India,1912,IND,296845891,3.33E+11,,28.521,137.416,25.609,,358.158,5622.777,316.05,8053.289,42.109,108.894,2.913,,0.882,1.836,0.84,,0.469,2.041,0.429,3.952,1.919,2.564,1.858,3.837,0.004,0.002,0.007,0.001,358158430
India,1913,IND,297091925,3.26E+11,,31.467,140.214,28.224,,389.625,5762.991,344.274,8162.036,45.351,108.748,3.243,,0.898,1.812,0.857,,0.488,2.035,0.447,3.924,1.909,2.569,1.786,3.786,0.004,0.002,0.007,0.001,389625200
India,1914,IND,297338132,3.44E+11,,31.698,140.189,28.671,,421.323,5903.18,372.945,8270.527,48.378,108.491,3.027,,0.997,1.893,0.968,,0.508,2.031,0.466,3.897,1.889,2.566,1.631,3.743,0.004,0.002,0.007,0.001,421323400
India,1915,IND,297584511,3.35E+11,,33.142,141.34,29.786,,454.465,6044.52,402.731,8378.726,51.734,108.198,3.356,,1.057,1.931,1.026,,0.528,2.029,0.486,3.872,1.876,2.586,1.703,3.703,0.004,0.002,0.007,0.001,454465180
India,1916,IND,297831063,3.45E+11,,33.518,142.338,30.044,,487.983,6186.858,432.775,8487.546,55.207,108.821,3.473,,0.99,1.894,0.96,,0.545,2.025,0.503,3.849,1.857,2.635,1.618,3.663,0.004,0.002,0.007,0.001,487982720
India,1917,IND,298077789,3.39E+11,,35.02,142.485,31.715,,523.003,6329.343,464.49,8595.012,58.512,107.465,3.305,,0.989,1.858,0.973,,0.562,2.021,0.52,3.826,1.822,2.602,1.384,3.625,0.004,0.002,0.007,0.001,523002530
India,1918,IND,298421342,2.95E+11,,39.359,146.312,36.087,,562.362,6475.655,500.578,8701.963,61.784,106.952,3.272,,1.127,1.914,1.124,,0.582,2.019,0.541,3.803,1.788,2.577,1.338,3.591,0.004,0.002,0.007,0.001,562361860
India,1919,IND,299273541,3.36E+11,,42.975,150.293,39.403,,605.337,6625.948,539.98,8809.281,65.356,107.319,3.572,,1.419,2.102,1.451,,0.608,2.02,0.567,3.782,1.753,2.603,1.309,3.565,0.004,0.002,0.007,0.001,605336700
India,1920,IND,300639878,3.09E+11,,34.868,305.491,31.277,,640.205,6931.439,571.258,9079.905,68.947,270.623,3.591,,0.99,3.927,1.001,,0.621,2.065,0.581,3.828,1.69,6.357,1.023,3.544,0.004,0.002,0.007,0.001,640204740
India,1921,IND,302525896,3.32E+11,,37.506,375.326,33.614,,677.71,7306.766,604.872,9417.726,72.838,337.821,3.891,,1.214,5.034,1.26,,0.638,2.129,0.599,3.899,1.632,7.736,1.013,3.537,0.004,0.003,0.008,0.001,677710300
India,1922,IND,304937193,3.47E+11,,36.903,413.819,33.104,,714.614,7720.584,637.976,9794.642,76.637,376.916,3.799,,1.139,5.401,1.195,,0.653,2.201,0.615,3.982,1.567,8.523,0.891,3.534,0.004,0.003,0.008,0.001,714613700
India,1923,IND,307879422,3.36E+11,,37.972,439.18,34.231,,752.586,8159.765,672.207,10195.85,80.378,401.208,3.741,,1.033,5.416,1.088,,0.665,2.273,0.629,4.072,1.498,9.049,0.79,3.532,0.004,0.003,0.008,0.001,752585600
India,1924,IND,310850039,3.52E+11,,40.628,459.387,36.879,,793.214,8619.151,709.087,10614.607,84.127,418.759,3.749,,1.102,5.637,1.17,,0.679,2.348,0.644,4.165,1.442,9.382,0.796,3.534,0.004,0.003,0.008,0.001,793213630
India,1925,IND,313849318,3.56E+11,,40.085,475.148,36.399,,833.299,9094.3,745.486,11049.672,87.813,435.063,3.686,,1.076,5.763,1.155,,0.691,2.423,0.659,4.26,1.388,9.626,0.748,3.541,0.004,0.003,0.008,0.001,833298600
India,1926,IND,316877536,3.67E+11,,39.943,483.946,36.568,,873.241,9578.246,782.054,11493.675,91.187,444.004,3.375,,1.092,5.926,1.187,,0.703,2.498,0.673,4.355,1.337,9.851,0.688,3.551,0.004,0.003,0.009,0.001,873241200
India,1927,IND,319934973,3.67E+11,,41.884,496.11,38.454,,915.125,10074.355,820.508,11947.901,94.617,454.226,3.43,,1.049,5.827,1.144,,0.714,2.57,0.686,4.451,1.286,10.05,0.638,3.563,0.004,0.003,0.009,0.001,915125060
India,1928,IND,323021910,3.71E+11,0.289,40.073,502.14,39.257,0.289,955.198,10576.495,859.765,12409.968,95.144,462.067,0.528,0.811,1.008,5.898,1.188,0.348,0.723,2.641,0.699,4.546,1.203,10.184,0.096,3.576,0.004,0.003,0.009,0.001,955198100
India,1929,IND,326429031,3.86E+11,0.293,41.708,512.862,40.781,0.581,996.906,11089.357,900.546,12881.121,95.778,471.154,0.634,0.793,0.977,5.821,1.158,0.485,0.731,2.709,0.712,4.642,1.126,10.371,0.105,3.591,0.004,0.003,0.009,0.001,996906000
India,1930,IND,330163509,3.89E+11,0.293,42.4,524.106,41.451,0.874,1039.306,11613.463,941.998,13362.828,96.434,481.706,0.656,0.823,1.078,6.165,1.29,0.562,0.741,2.779,0.726,4.737,1.061,10.549,0.113,3.611,0.005,0.004,0.009,0.001,1039305600
India,1931,IND,334232641,3.86E+11,0.3,38.851,524.881,37.815,1.174,1078.157,12138.344,979.812,13848.857,97.171,486.03,0.736,0.97,1.105,6.444,1.336,0.63,0.749,2.849,0.739,4.83,1.007,10.502,0.131,3.635,0.005,0.004,0.01,0.001,1078156700
India,1932,IND,338643856,3.91E+11,0.304,36.13,527.289,35.093,1.478,1114.286,12665.633,1014.905,14340.016,97.903,491.159,0.733,1.229,1.139,6.715,1.393,0.7,0.758,2.919,0.752,4.921,0.961,10.492,0.137,3.663,0.005,0.004,0.01,0.001,1114286200
India,1933,IND,343404711,3.91E+11,0.319,35.467,531.207,34.46,1.797,1149.754,13196.839,1049.365,14835.756,98.592,495.739,0.689,1.336,1.062,6.602,1.307,0.765,0.765,2.986,0.762,5.011,0.915,10.531,0.117,3.691,0.005,0.004,0.01,0.001,1149753600
India,1934,IND,348232496,3.95E+11,0.39,39.611,538.391,38.411,2.187,1189.365,13735.23,1087.776,15334.536,99.402,498.78,0.81,1.367,1.091,6.43,1.335,0.83,0.772,3.05,0.774,5.097,0.873,10.518,0.131,3.718,0.005,0.004,0.01,0.001,1189364600
India,1935,IND,353128154,3.91E+11,0.454,41.393,542.812,40.082,2.641,1230.758,14278.042,1127.858,15835.954,100.259,501.418,0.857,1.414,1.086,6.346,1.337,0.894,0.78,3.112,0.786,5.182,0.831,10.574,0.128,3.744,0.005,0.004,0.011,0.001,1230757900
India,1936,IND,358092638,4.06E+11,0.499,40.685,547.892,39.376,3.14,1271.442,14825.934,1167.234,16343.162,101.069,507.207,0.81,1.287,0.973,6.119,1.199,0.939,0.785,3.169,0.795,5.266,0.79,10.626,0.111,3.771,0.005,0.004,0.011,0.001,1271442400
India,1937,IND,363126915,4.00E+11,0.581,45.067,556.562,43.599,3.721,1316.51,15382.496,1210.833,16854.656,101.956,511.494,0.887,1.424,1.008,6.019,1.259,0.992,0.791,3.225,0.806,5.349,0.749,10.706,0.108,3.799,0.005,0.004,0.011,0.002,1316509700
India,1938,IND,368231967,4.01E+11,0,50.38,563.45,49.357,3.721,1366.89,15945.945,1260.191,17367.727,102.978,513.07,1.022,0,1.199,6.255,1.529,0.899,0.801,3.281,0.821,5.429,0.715,10.675,0.128,3.831,0.006,0.005,0.012,0.002,1366889500
India,1939,IND,371781679,4.10E+11,0,49.312,565.79,48.36,3.721,1416.202,16511.736,1308.55,17884.203,103.931,516.477,0.953,0,1.109,6.111,1.408,0.828,0.809,3.334,0.834,5.507,0.682,10.731,0.115,3.862,0.006,0.005,0.012,0.002,1416201700
India,1940,IND,373766276,4.23E+11,0,52.31,573.77,51.177,3.721,1468.511,17085.506,1359.728,18405.664,105.063,521.461,1.132,0,1.078,5.812,1.349,0.774,0.816,3.382,0.846,5.582,0.652,10.392,0.13,3.893,0.006,0.005,0.012,0.002,1468511400
India,1941,IND,374175756,4.31E+11,1.084,53.581,579.548,51.31,4.805,1522.093,17665.055,1411.038,18931.633,106.25,525.967,1.187,2.504,1.079,5.718,1.321,0.917,0.823,3.428,0.857,5.652,0.625,10.175,0.135,3.921,0.006,0.005,0.013,0.002,1522092500
India,1942,IND,372999886,4.29E+11,1.133,53.53,580.999,51.254,5.938,1575.622,18246.055,1462.291,19459.102,107.393,527.469,1.143,2.952,1.081,5.721,1.311,1.056,0.83,3.472,0.868,5.721,0.602,10.141,0.137,3.95,0.006,0.005,0.013,0.002,1575622100
India,1943,IND,370228201,4.46E+11,1.095,46.644,577.448,44.428,7.033,1622.267,18823.502,1506.719,19989.906,108.514,530.804,1.121,3.147,0.926,5.633,1.132,1.178,0.832,3.514,0.874,5.788,0.58,10.175,0.126,3.977,0.006,0.005,0.013,0.002,1622266600
India,1944,IND,367477113,4.42E+11,1.058,47.696,584.472,45.499,8.091,1669.963,19407.973,1552.218,20526.68,109.654,536.776,1.14,4.667,0.933,5.66,1.176,1.305,0.835,3.554,0.88,5.855,0.556,10.293,0.112,4.004,0.007,0.005,0.014,0.002,1669962600
India,1945,IND,364746467,4.34E+11,1.11,52.874,588.331,50.793,9.201,1722.837,19996.303,1603.011,21062.139,110.625,535.457,0.971,4.829,1.244,6.237,1.694,1.431,0.843,3.6,0.894,5.921,0.533,10.33,0.096,4.038,0.007,0.006,0.014,0.002,1722836700
India,1946,IND,362036112,4.11E+11,1.005,52.225,590.503,50.322,10.206,1775.062,20586.807,1653.333,21600.416,111.523,538.278,0.898,2.767,1.126,6.022,1.556,1.503,0.85,3.642,0.906,5.985,0.51,10.417,0.079,4.069,0.007,0.006,0.015,0.002,1775061900
India,1947,IND,359345897,3.41E+11,0.75,53.18,595.269,51.668,10.957,1828.242,21182.076,1705.001,22142.506,112.285,542.089,0.762,1.737,1.035,5.806,1.427,1.517,0.854,3.681,0.916,6.049,0.486,10.599,0.062,4.092,0.007,0.006,0.015,0.002,1828242200
India,1948,IND,356675672,3.44E+11,0.806,53.204,596.099,51.628,11.763,1881.446,21778.176,1756.629,22685.398,113.054,542.895,0.769,1.56,0.982,5.689,1.381,1.52,0.857,3.716,0.925,6.113,0.463,10.724,0.057,4.115,0.007,0.006,0.015,0.002,1881446300
India,1949,IND,355893489,3.53E+11,1.088,56.188,598.13,54.323,12.851,1937.634,22376.307,1810.952,23227.344,113.831,541.942,0.777,1.867,1.071,5.837,1.532,1.544,0.862,3.753,0.936,6.176,0.442,10.836,0.058,4.14,0.008,0.006,0.016,0.002,1937634300
India,1950,IND,357021120,3.54E+11,1.354,61.103,731.981,52.56,14.205,1998.737,23108.287,1863.512,23898.221,121.02,670.878,7.189,2.022,1.018,6.405,1.363,1.579,0.866,3.803,0.944,6.264,0.441,12.366,0.436,4.163,0.008,0.006,0.016,0.002,1998736900
India,1951,IND,364922368,3.62E+11,1.658,64.022,780.554,54.512,15.863,2062.759,23888.84,1918.025,24614.752,128.872,716.532,7.852,2.186,1.004,6.516,1.343,1.627,0.87,3.855,0.952,6.359,0.442,12.797,0.451,4.186,0.008,0.007,0.017,0.002,2062759000
India,1952,IND,372997184,3.73E+11,1.834,67.426,813.014,58.03,17.697,2130.185,24701.854,1976.055,25360.34,136.434,745.587,7.562,2.269,1.043,6.669,1.447,1.676,0.875,3.91,0.962,6.456,0.44,13.025,0.411,4.21,0.008,0.007,0.017,0.002,2130185300
India,1953,IND,381227712,3.97E+11,1.958,68.705,829.498,59.067,19.655,2198.89,25531.354,2035.122,26121.133,144.114,760.793,7.68,2.185,1.034,6.647,1.461,1.716,0.879,3.963,0.972,6.552,0.437,13.045,0.393,4.234,0.009,0.007,0.018,0.002,2198890200
India,1954,IND,389731392,4.13E+11,2.281,72.414,850.684,60.592,21.935,2271.304,26382.037,2095.714,26899.402,153.655,778.27,9.541,2.345,1.066,6.649,1.5,1.765,0.884,4.015,0.982,6.647,0.439,12.963,0.461,4.258,0.009,0.007,0.018,0.002,2271304000
India,1955,IND,398577984,4.24E+11,2.326,78.788,864.203,63.712,24.261,2350.092,27246.24,2159.426,27684.816,166.405,785.415,12.751,2.162,1.059,6.341,1.457,1.796,0.889,4.062,0.991,6.738,0.446,12.698,0.552,4.279,0.009,0.007,0.019,0.002,2350091800
India,1956,IND,407656608,4.48E+11,2.554,81.656,877.844,65.157,26.815,2431.748,28124.082,2224.582,28481.006,180.351,796.187,13.945,2.19,1.03,6.132,1.417,1.828,0.893,4.105,1,6.826,0.453,12.458,0.556,4.298,0.009,0.008,0.019,0.002,2431748000
India,1957,IND,416935392,4.43E+11,2.903,91.635,892.989,72.838,29.719,2523.384,29017.072,2297.42,29282.359,196.245,801.353,15.894,2.368,1.119,6.047,1.556,1.869,0.899,4.146,1.011,6.909,0.462,12.174,0.606,4.315,0.01,0.008,0.02,0.002,2523383600
India,1958,IND,426295776,4.77E+11,3.154,95.816,908.821,75.819,32.873,2619.199,29925.893,2373.239,30095.363,213.088,813.005,16.843,2.431,1.138,5.982,1.595,1.912,0.906,4.185,1.023,6.989,0.471,12,0.618,4.331,0.01,0.008,0.02,0.002,2619199500
India,1959,IND,435900352,4.87E+11,3.537,101.447,917.97,79.524,36.41,2720.647,30843.863,2452.762,30911.885,231.474,816.522,18.387,2.434,1.145,5.752,1.607,1.952,0.913,4.22,1.036,7.062,0.481,11.493,0.633,4.344,0.01,0.008,0.021,0.002,2720647000
India,1960,IND,445954560,5.21E+11,4.002,111.325,620.291,87.878,40.412,2831.972,31464.152,2540.641,31420.852,250.919,508.966,19.445,2.541,1.186,3.888,1.706,1.998,0.922,4.212,1.05,7.072,0.49,7.749,0.622,4.348,0.011,0.009,0.021,0.002,2831972000
India,1961,IND,456351872,5.36E+11,4.205,120.404,820.668,94.885,44.617,2952.376,32284.822,2635.526,32121.117,272.23,700.264,21.31,2.56,1.278,5.286,1.919,2.041,0.932,4.234,1.067,7.132,0.499,11.468,0.643,4.359,0.011,0.009,0.022,0.002,2952376600
India,1962,IND,467024192,5.48E+11,4.381,132.582,552.989,103.261,48.998,3084.958,32837.809,2738.787,32541.523,297.115,420.407,24.885,2.483,1.36,3.535,2.095,2.074,0.945,4.22,1.087,7.132,0.511,7.134,0.699,4.361,0.011,0.009,0.022,0.002,3084958200
India,1963,IND,477933632,5.76E+11,4.771,142.444,520.203,110.42,53.769,3227.403,33358.016,2849.207,32919.281,324.221,377.758,27.106,2.564,1.387,3.267,2.161,2.109,0.959,4.201,1.109,7.126,0.524,6.683,0.712,4.357,0.012,0.009,0.023,0.002,3227402500
India,1964,IND,489059296,6.20E+11,4.944,139.488,511.787,105.924,58.713,3366.891,33869.801,2955.131,33291.582,352.343,372.299,28.122,2.397,1.288,3.139,2.031,2.131,0.969,4.18,1.127,7.123,0.534,6.799,0.685,4.351,0.012,0.009,0.024,0.002,3366890800
India,1965,IND,500114336,5.96E+11,5.398,153.702,499.584,116.456,64.111,3520.593,34369.383,3071.587,33637.461,383.158,345.882,30.815,2.493,1.358,3.049,2.2,2.157,0.981,4.157,1.148,7.119,0.544,6.827,0.698,4.34,0.012,0.009,0.024,0.002,3520593000
India,1966,IND,510992608,6.01E+11,5.57,159.374,585.46,116.984,69.681,3679.967,34954.848,3188.571,34063.547,418.834,426.087,35.676,2.39,1.343,3.503,2.186,2.174,0.993,4.144,1.169,7.136,0.557,8.789,0.749,4.33,0.013,0.01,0.025,0.002,3679966500
India,1967,IND,521987072,6.51E+11,5.821,159.556,596.744,119.096,75.502,3839.522,35551.59,3307.667,34500.738,451.532,437.188,32.698,2.426,1.303,3.476,2.262,2.192,1.003,4.131,1.189,7.154,0.563,8.877,0.644,4.322,0.013,0.01,0.025,0.002,3839522600
India,1968,IND,533431904,6.68E+11,5.872,174.07,459.458,123.826,81.374,4013.592,36011.051,3431.493,34786.129,493.781,285.389,42.25,2.299,1.348,2.568,2.326,2.199,1.014,4.099,1.211,7.14,0.576,5.734,0.764,4.309,0.013,0.01,0.026,0.002,4013592000
India,1969,IND,545314688,7.13E+11,6.438,177.414,505.818,123.368,87.812,4191.005,36516.863,3554.861,35114.527,539.132,328.404,45.35,2.378,1.289,2.744,2.234,2.211,1.023,4.071,1.23,7.139,0.587,7.038,0.758,4.295,0.014,0.01,0.026,0.002,4191005400
India,1970,IND,557501312,7.49E+11,6.495,181.723,398.045,123.551,94.307,4372.729,36914.91,3678.413,35330.855,588.464,216.323,49.332,2.252,1.22,2.042,2.169,2.214,1.03,4.028,1.248,7.116,0.597,4.704,0.725,4.275,0.014,0.01,0.027,0.002,4372728300
India,1971,IND,569999168,7.56E+11,7.052,191.964,448.224,126.967,101.359,4564.692,37363.133,3805.379,35587.113,643.906,256.26,55.443,2.325,1.238,2.231,2.228,2.221,1.037,3.99,1.267,7.102,0.609,5.588,0.77,4.257,0.014,0.01,0.027,0.002,4564692000
India,1972,IND,582837952,7.54E+11,7.363,203.036,613.624,134.377,108.722,4767.728,37976.762,3939.756,35997.699,702.784,410.588,58.878,2.29,1.251,2.947,2.36,2.226,1.045,3.967,1.287,7.119,0.619,8.944,0.758,4.241,0.015,0.011,0.028,0.002,4767728000
